origin,dest,likelyOperating,otherMiddle,officeClosed,otherClosed
S02000260,S02001015,0,6,0,0
S02000260,S02001016,0,0,0,0
S02000260,S02001149,0,0,0,0
S02000260,S02001158,0,0,0,0
S02000260,S02001159,0,0,0,0
S02000260,S02001162,0,5,0,3
S02000260,S02001184,0,0,0,0
S02000260,S02001185,7,0,7,0
S02000260,S02001186,0,0,0,0
S02000260,S02001187,0,0,0,0
S02000260,S02001188,0,0,0,0
S02000260,S02001189,0,0,0,0
S02000260,S02001194,0,0,0,0
S02000260,S02001197,0,0,0,0
S02000260,S02001199,3,0,0,0
S02000261,S02000260,3,4,0,14
S02000261,S02000261,0,0,0,0
S02000261,S02000262,11,0,0,10
S02000261,S02000263,0,0,0,0
S02000261,S02000264,3,7,0,39
S02000261,S02000266,0,0,0,0
S02000261,S02000267,0,0,0,0
S02000261,S02000268,3,0,0,8
S02000261,S02000269,0,0,0,0
S02000261,S02000270,0,0,19,9
S02000261,S02000271,0,0,0,0
S02000261,S02000273,0,0,0,0
S02000261,S02000274,0,0,0,3
S02000261,S02000275,10,0,0,3
S02000261,S02000276,0,0,0,5
S02000261,S02000277,0,0,0,0
S02000261,S02000278,0,0,0,0
S02000261,S02000279,0,0,0,5
S02000261,S02000281,7,6,4,8
S02000261,S02000282,0,0,0,0
S02000261,S02000285,0,0,0,0
S02000261,S02000286,0,0,0,0
S02000261,S02000287,4,0,0,0
S02000261,S02000319,0,0,0,0
S02000261,S02000588,0,0,0,0
S02000261,S02000594,0,0,0,0
S02000261,S02000597,0,0,0,0
S02000261,S02000599,0,0,0,0
S02000261,S02000600,0,0,0,0
S02000261,S02000602,0,0,0,0
S02000261,S02000603,0,0,0,0
S02000261,S02000611,0,0,0,0
S02000261,S02000612,0,0,0,0
S02000261,S02000613,0,0,0,0
S02000261,S02000616,0,0,0,0
S02000261,S02000617,0,0,0,0
S02000261,S02000619,0,0,0,0
S02000261,S02000620,0,0,0,0
S02000261,S02000621,0,0,0,0
S02000261,S02000622,0,0,0,0
S02000261,S02000625,0,0,0,0
S02000261,S02000627,0,0,0,0
S02000261,S02000628,0,0,0,0
S02000261,S02000630,0,0,0,0
S02000261,S02000631,0,0,0,0
S02000261,S02000632,0,0,0,0
S02000261,S02000633,3,0,0,4
S02000261,S02000634,10,0,0,6
S02000261,S02000635,0,0,0,0
S02000261,S02000636,0,0,0,0
S02000261,S02000638,0,0,0,0
S02000261,S02000639,0,0,0,0
S02000261,S02000640,0,0,0,0
S02000261,S02000641,0,0,0,0
S02000261,S02000642,3,0,0,0
S02000261,S02000643,0,0,0,0
S02000261,S02000644,0,0,3,0
S02000261,S02000645,0,0,0,0
S02000261,S02000646,0,0,0,0
S02000261,S02000648,0,0,0,3
S02000261,S02000649,0,0,0,0
S02000261,S02000651,0,0,3,0
S02000261,S02000652,0,0,0,0
S02000261,S02000654,0,0,0,0
S02000261,S02000655,31,7,85,27
S02000261,S02000656,0,7,0,0
S02000261,S02000657,0,0,0,0
S02000261,S02000658,49,9,12,37
S02000261,S02000659,3,0,3,0
S02000261,S02000660,10,0,0,3
S02000261,S02000661,3,0,4,4
S02000261,S02000662,0,0,0,0
S02000261,S02000663,0,0,0,0
S02000261,S02000664,5,0,0,0
S02000261,S02000665,0,0,0,3
S02000261,S02000666,0,0,0,10
S02000261,S02000667,4,0,0,0
S02000261,S02000668,0,0,0,3
S02000261,S02000669,0,0,0,6
S02000261,S02000670,6,6,0,0
S02000261,S02000671,0,0,0,0
S02000261,S02000672,0,0,0,15
S02000261,S02000673,0,0,0,0
S02000261,S02000675,0,3,0,0
S02000261,S02000676,8,0,3,5
S02000261,S02000678,0,0,0,0
S02000261,S02000679,0,0,0,0
S02000261,S02000680,4,3,0,5
S02000261,S02000681,0,0,0,0
S02000261,S02000682,0,0,0,0
S02000261,S02000684,0,6,0,0
S02000261,S02000687,0,0,0,7
S02000261,S02000688,5,0,0,0
S02000261,S02000689,15,0,0,5
S02000261,S02000690,0,0,0,0
S02000261,S02000691,38,0,3,4
S02000261,S02000692,0,0,0,6
S02000261,S02000693,0,0,0,0
S02000261,S02000694,0,0,0,3
S02000261,S02000695,0,0,0,11
S02000261,S02000696,0,0,0,0
S02000261,S02000697,0,0,0,0
S02000261,S02000700,0,0,0,0
S02000261,S02000701,0,0,0,0
S02000261,S02000702,0,0,0,0
S02000261,S02000705,0,5,0,3
S02000261,S02000708,0,0,0,0
S02000261,S02000709,0,0,0,0
S02000261,S02000710,0,0,0,0
S02000261,S02000711,0,0,0,0
S02000261,S02000712,0,0,0,0
S02000261,S02000713,0,0,0,0
S02000261,S02000716,0,0,0,0
S02000261,S02000778,0,0,0,0
S02000261,S02000784,0,0,0,0
S02000261,S02000785,0,0,0,0
S02000261,S02000923,0,4,0,0
S02000261,S02000925,0,0,0,0
S02000261,S02000927,0,0,0,0
S02000261,S02000984,0,0,0,0
S02000261,S02000993,0,0,0,0
S02000261,S02000995,0,0,0,0
S02000261,S02000997,0,0,0,0
S02000261,S02000998,0,0,0,0
S02000261,S02001000,0,0,0,0
S02000261,S02001010,3,0,0,0
S02000261,S02001013,0,5,0,5
S02000261,S02001014,0,4,0,0
S02000261,S02001015,0,3,0,0
S02000261,S02001146,0,0,0,0
S02000261,S02001150,0,0,0,0
S02000261,S02001161,0,0,0,0
S02000261,S02001162,0,0,0,0
S02000261,S02001185,5,0,3,0
S02000261,S02001186,0,0,0,0
S02000261,S02001187,0,0,0,3
S02000261,S02001189,0,0,0,0
S02000261,S02001192,0,0,0,0
S02000261,S02001197,0,0,0,0
S02000262,S02000260,10,7,5,10
S02000262,S02000261,0,0,0,0
S02000262,S02000262,10,10,6,37
S02000262,S02000263,0,0,0,0
S02000262,S02000264,12,6,4,63
S02000262,S02000268,11,0,4,16
S02000262,S02000269,0,0,0,0
S02000262,S02000270,0,0,27,9
S02000262,S02000271,0,0,0,0
S02000262,S02000272,0,0,0,0
S02000262,S02000273,0,0,0,0
S02000262,S02000274,0,0,0,5
S02000262,S02000275,10,0,5,3
S02000262,S02000276,0,0,0,0
S02000262,S02000277,0,0,0,6
S02000262,S02000278,5,0,0,4
S02000262,S02000279,0,0,0,7
S02000262,S02000280,0,0,0,0
S02000262,S02000281,16,6,6,14
S02000262,S02000282,0,0,0,0
S02000262,S02000285,0,0,0,3
S02000262,S02000286,0,0,0,0
S02000262,S02000287,0,0,0,0
S02000262,S02000326,0,0,0,0
S02000262,S02000327,0,0,0,0
S02000262,S02000328,0,0,0,0
S02000262,S02000584,0,0,0,0
S02000262,S02000586,0,0,0,0
S02000262,S02000589,0,0,0,0
S02000262,S02000590,0,0,0,0
S02000262,S02000597,0,0,0,3
S02000262,S02000598,0,0,0,0
S02000262,S02000603,0,0,0,0
S02000262,S02000606,0,0,0,0
S02000262,S02000607,4,0,0,0
S02000262,S02000608,0,0,0,0
S02000262,S02000609,0,0,0,5
S02000262,S02000610,4,0,0,0
S02000262,S02000611,0,11,0,5
S02000262,S02000613,0,0,0,0
S02000262,S02000615,0,0,0,0
S02000262,S02000616,0,0,0,0
S02000262,S02000617,0,0,0,0
S02000262,S02000619,0,0,0,0
S02000262,S02000620,0,0,0,0
S02000262,S02000624,0,0,0,0
S02000262,S02000625,0,0,0,3
S02000262,S02000626,0,0,0,0
S02000262,S02000627,0,0,0,0
S02000262,S02000628,9,0,0,0
S02000262,S02000629,0,0,0,0
S02000262,S02000631,0,0,0,0
S02000262,S02000633,9,0,0,6
S02000262,S02000634,10,0,0,0
S02000262,S02000635,6,0,0,3
S02000262,S02000638,0,0,0,0
S02000262,S02000640,3,0,0,0
S02000262,S02000642,0,0,0,0
S02000262,S02000643,0,0,0,0
S02000262,S02000644,5,0,9,0
S02000262,S02000645,0,0,0,0
S02000262,S02000647,0,0,0,4
S02000262,S02000648,0,0,0,0
S02000262,S02000649,0,0,3,0
S02000262,S02000650,0,0,0,0
S02000262,S02000651,3,3,5,0
S02000262,S02000652,0,0,0,0
S02000262,S02000653,0,0,0,0
S02000262,S02000654,0,0,0,0
S02000262,S02000655,47,15,128,47
S02000262,S02000656,6,13,5,0
S02000262,S02000657,0,0,0,0
S02000262,S02000658,89,5,24,85
S02000262,S02000659,0,0,3,3
S02000262,S02000660,13,4,3,3
S02000262,S02000661,12,0,6,6
S02000262,S02000662,0,0,0,0
S02000262,S02000663,0,7,0,3
S02000262,S02000664,10,0,3,0
S02000262,S02000665,4,0,0,0
S02000262,S02000666,0,0,0,4
S02000262,S02000667,0,0,0,0
S02000262,S02000668,5,0,0,0
S02000262,S02000669,0,0,4,4
S02000262,S02000670,20,14,3,7
S02000262,S02000671,0,0,0,4
S02000262,S02000672,0,0,0,20
S02000262,S02000674,0,0,0,3
S02000262,S02000675,0,0,0,4
S02000262,S02000676,0,0,5,4
S02000262,S02000677,0,0,0,0
S02000262,S02000679,0,0,0,0
S02000262,S02000680,4,0,0,8
S02000262,S02000683,0,0,0,0
S02000262,S02000684,0,6,0,0
S02000262,S02000685,0,0,0,0
S02000262,S02000687,7,0,0,9
S02000262,S02000688,0,0,0,4
S02000262,S02000689,24,0,0,10
S02000262,S02000690,3,0,0,0
S02000262,S02000691,38,0,0,5
S02000262,S02000692,3,4,4,0
S02000262,S02000693,0,0,0,0
S02000262,S02000694,4,0,5,4
S02000262,S02000695,3,0,0,18
S02000262,S02000697,0,0,0,0
S02000262,S02000700,0,0,0,0
S02000262,S02000701,0,0,0,8
S02000262,S02000702,0,3,0,0
S02000262,S02000705,0,0,0,0
S02000262,S02000706,0,0,0,0
S02000262,S02000708,0,0,0,5
S02000262,S02000710,3,0,0,3
S02000262,S02000712,0,0,0,0
S02000262,S02000714,0,0,0,0
S02000262,S02000715,0,0,0,0
S02000262,S02000716,0,0,0,0
S02000262,S02000774,0,0,0,0
S02000262,S02000777,0,0,0,0
S02000262,S02000783,0,0,0,0
S02000262,S02000786,0,0,0,0
S02000262,S02000923,0,0,0,3
S02000262,S02000925,0,0,0,0
S02000262,S02000993,0,0,0,0
S02000262,S02000997,0,0,0,0
S02000262,S02000998,0,0,0,0
S02000262,S02000999,0,0,0,0
S02000262,S02001000,3,0,0,5
S02000262,S02001004,0,0,0,0
S02000262,S02001007,0,0,0,0
S02000262,S02001010,6,3,4,0
S02000262,S02001013,0,8,0,0
S02000262,S02001014,0,3,0,0
S02000262,S02001015,0,3,0,3
S02000262,S02001016,0,0,0,0
S02000262,S02001157,0,0,0,0
S02000262,S02001160,0,0,0,0
S02000262,S02001161,0,0,0,0
S02000262,S02001162,0,0,0,0
S02000262,S02001185,5,0,4,3
S02000262,S02001186,0,0,0,0
S02000262,S02001187,0,0,0,0
S02000262,S02001192,0,0,0,0
S02000262,S02001193,0,0,0,0
S02000262,S02001199,0,0,0,0
S02000262,S02001200,0,0,0,0
S02000262,S02001201,0,0,0,0
S02000263,S02000260,0,0,0,0
S02000263,S02000262,0,0,0,0
S02000263,S02000263,4,5,4,6
S02000263,S02000264,0,0,0,0
S02000263,S02000265,0,0,0,4
S02000263,S02000266,0,0,0,12
S02000263,S02000268,0,0,0,0
S02000263,S02000269,5,0,0,13
S02000263,S02000270,0,0,3,0
S02000263,S02000271,0,0,0,0
S02000263,S02000272,3,0,3,9
S02000263,S02000273,0,0,0,7
S02000263,S02000274,0,0,0,0
S02000263,S02000276,5,0,0,4
S02000263,S02000278,0,0,0,0
S02000263,S02000279,0,0,3,18
S02000263,S02000281,7,3,0,5
S02000263,S02000282,0,0,0,0
S02000263,S02000284,0,0,0,0
S02000263,S02000285,0,0,0,0
S02000263,S02000286,0,0,0,0
S02000263,S02000313,0,0,0,0
S02000263,S02000317,0,0,0,0
S02000263,S02000324,0,0,0,0
S02000263,S02000327,0,0,0,0
S02000263,S02000584,0,0,0,0
S02000263,S02000596,0,0,0,0
S02000263,S02000597,0,0,0,0
S02000263,S02000599,4,0,0,0
S02000263,S02000603,0,0,0,0
S02000263,S02000607,3,0,0,0
S02000263,S02000609,0,0,0,0
S02000263,S02000610,0,0,0,0
S02000263,S02000611,0,0,0,3
S02000263,S02000612,0,0,0,0
S02000263,S02000619,0,3,0,0
S02000263,S02000620,0,0,0,0
S02000263,S02000621,0,0,0,0
S02000263,S02000622,0,0,0,3
S02000263,S02000624,0,0,0,0
S02000263,S02000625,0,0,0,4
S02000263,S02000626,0,0,0,0
S02000263,S02000627,0,0,0,5
S02000263,S02000628,6,0,0,3
S02000263,S02000631,4,0,3,0
S02000263,S02000633,5,0,0,3
S02000263,S02000634,3,0,0,0
S02000263,S02000635,0,0,3,0
S02000263,S02000638,3,4,0,0
S02000263,S02000642,4,0,3,0
S02000263,S02000644,4,0,11,0
S02000263,S02000645,0,0,0,0
S02000263,S02000646,0,0,0,0
S02000263,S02000649,0,0,0,3
S02000263,S02000651,0,0,9,3
S02000263,S02000655,32,8,130,31
S02000263,S02000656,6,9,0,0
S02000263,S02000657,0,0,0,0
S02000263,S02000658,45,9,11,53
S02000263,S02000659,0,0,3,0
S02000263,S02000660,19,0,0,3
S02000263,S02000661,14,0,4,7
S02000263,S02000662,0,0,0,0
S02000263,S02000663,0,0,0,0
S02000263,S02000664,9,0,0,5
S02000263,S02000665,0,0,10,0
S02000263,S02000666,0,0,0,7
S02000263,S02000667,0,0,0,0
S02000263,S02000668,6,0,0,0
S02000263,S02000669,0,0,0,0
S02000263,S02000670,0,3,0,0
S02000263,S02000671,0,0,0,0
S02000263,S02000672,0,0,0,48
S02000263,S02000673,0,0,0,0
S02000263,S02000674,0,0,0,0
S02000263,S02000675,4,0,0,4
S02000263,S02000676,4,0,3,4
S02000263,S02000677,0,0,0,5
S02000263,S02000679,0,0,0,4
S02000263,S02000680,0,0,0,3
S02000263,S02000681,3,0,0,5
S02000263,S02000684,0,12,0,0
S02000263,S02000685,5,0,0,0
S02000263,S02000686,0,0,0,0
S02000263,S02000687,0,0,0,0
S02000263,S02000688,0,0,0,5
S02000263,S02000689,21,4,3,21
S02000263,S02000690,3,0,0,4
S02000263,S02000691,6,0,0,0
S02000263,S02000692,0,0,0,0
S02000263,S02000693,3,0,0,0
S02000263,S02000694,0,0,0,0
S02000263,S02000695,0,0,3,0
S02000263,S02000696,0,0,0,0
S02000263,S02000697,0,0,0,0
S02000263,S02000699,0,0,0,3
S02000263,S02000700,0,3,0,0
S02000263,S02000701,3,0,0,0
S02000263,S02000702,5,0,3,14
S02000263,S02000703,0,0,0,3
S02000263,S02000704,0,0,0,0
S02000263,S02000705,0,0,5,9
S02000263,S02000706,0,0,0,0
S02000263,S02000707,3,0,0,3
S02000263,S02000709,0,0,0,0
S02000263,S02000710,0,0,0,0
S02000263,S02000711,3,0,0,0
S02000263,S02000712,0,5,0,5
S02000263,S02000714,0,0,0,3
S02000263,S02000715,0,0,0,0
S02000263,S02000716,6,0,0,0
S02000263,S02000772,0,0,0,0
S02000263,S02000774,0,0,0,0
S02000263,S02000778,0,0,0,0
S02000263,S02000781,0,0,0,0
S02000263,S02000782,0,0,0,0
S02000263,S02000783,0,0,0,0
S02000263,S02000784,0,0,0,0
S02000263,S02000923,0,0,0,0
S02000263,S02000988,0,0,0,3
S02000263,S02000989,0,0,0,0
S02000263,S02000993,8,0,0,0
S02000263,S02000994,3,0,0,0
S02000263,S02001000,0,0,0,12
S02000263,S02001001,0,0,0,0
S02000263,S02001003,0,0,0,0
S02000263,S02001007,0,0,0,0
S02000263,S02001008,0,0,0,0
S02000263,S02001010,6,0,0,5
S02000263,S02001013,0,7,0,5
S02000263,S02001014,0,0,0,0
S02000263,S02001015,0,6,0,5
S02000263,S02001016,0,0,0,0
S02000263,S02001161,0,0,0,0
S02000263,S02001162,0,0,0,0
S02000263,S02001184,0,3,0,0
S02000263,S02001185,12,8,11,7
S02000263,S02001186,0,0,0,0
S02000263,S02001187,3,0,0,3
S02000263,S02001188,0,0,0,5
S02000263,S02001190,0,0,0,0
S02000263,S02001191,0,0,0,0
S02000263,S02001192,5,0,0,0
S02000263,S02001194,0,0,0,0
S02000263,S02001196,0,0,0,0
S02000263,S02001197,0,0,0,0
S02000263,S02001198,0,0,0,0
S02000263,S02001200,0,0,0,0
S02000264,S02000260,7,13,3,23
S02000264,S02000261,0,0,0,0
S02000264,S02000262,10,3,0,20
S02000264,S02000263,0,0,0,0
S02000264,S02000264,25,8,9,96
S02000264,S02000266,0,0,0,0
S02000264,S02000267,0,0,0,3
S02000264,S02000268,8,0,0,11
S02000264,S02000269,0,0,0,10
S02000264,S02000270,3,7,33,10
S02000264,S02000271,0,0,0,0
S02000264,S02000272,0,0,0,0
S02000264,S02000273,0,0,0,0
S02000264,S02000274,0,0,0,6
S02000264,S02000275,11,0,0,0
S02000264,S02000276,0,0,0,0
S02000264,S02000277,4,0,0,8
S02000264,S02000278,0,0,0,0
S02000264,S02000279,0,0,3,5
S02000264,S02000280,0,0,0,0
S02000264,S02000281,16,4,8,15
S02000264,S02000282,0,0,0,5
S02000264,S02000283,0,0,0,0
S02000264,S02000285,0,0,0,3
S02000264,S02000286,0,0,0,0
S02000264,S02000287,0,0,0,0
S02000264,S02000312,0,0,0,0
S02000264,S02000317,0,0,0,0
S02000264,S02000318,0,0,0,0
S02000264,S02000321,0,0,0,0
S02000264,S02000326,0,0,0,0
S02000264,S02000329,0,0,0,0
S02000264,S02000584,0,0,0,0
S02000264,S02000585,0,0,0,0
S02000264,S02000587,0,0,0,0
S02000264,S02000588,0,0,0,0
S02000264,S02000590,0,0,0,0
S02000264,S02000594,0,3,0,0
S02000264,S02000595,0,0,0,0
S02000264,S02000597,0,0,0,0
S02000264,S02000599,7,0,0,0
S02000264,S02000602,0,0,0,0
S02000264,S02000603,0,0,0,3
S02000264,S02000604,0,0,0,0
S02000264,S02000607,0,0,0,0
S02000264,S02000608,0,0,0,0
S02000264,S02000609,0,0,0,0
S02000264,S02000610,0,0,0,4
S02000264,S02000611,0,0,0,0
S02000264,S02000614,0,0,0,0
S02000264,S02000615,0,0,0,6
S02000264,S02000616,0,0,0,0
S02000264,S02000618,0,0,0,0
S02000264,S02000619,0,0,0,0
S02000264,S02000622,0,0,0,0
S02000264,S02000624,0,0,0,0
S02000264,S02000625,0,0,0,0
S02000264,S02000627,0,0,0,0
S02000264,S02000628,6,0,5,0
S02000264,S02000631,0,4,0,0
S02000264,S02000632,0,3,0,0
S02000264,S02000633,9,4,0,3
S02000264,S02000634,10,0,4,4
S02000264,S02000635,4,0,0,12
S02000264,S02000636,0,0,0,0
S02000264,S02000642,3,0,3,0
S02000264,S02000643,0,0,0,0
S02000264,S02000644,0,0,5,0
S02000264,S02000645,0,0,0,0
S02000264,S02000646,0,0,0,0
S02000264,S02000649,0,0,0,3
S02000264,S02000650,0,0,0,0
S02000264,S02000651,4,3,9,12
S02000264,S02000652,0,0,0,0
S02000264,S02000654,0,0,0,0
S02000264,S02000655,66,14,161,66
S02000264,S02000656,6,12,3,0
S02000264,S02000657,0,0,0,4
S02000264,S02000658,90,12,31,105
S02000264,S02000659,0,0,4,6
S02000264,S02000660,12,5,0,4
S02000264,S02000661,11,0,7,6
S02000264,S02000662,0,0,0,0
S02000264,S02000663,0,3,3,0
S02000264,S02000664,14,0,0,0
S02000264,S02000665,0,0,3,8
S02000264,S02000666,5,0,0,11
S02000264,S02000667,0,0,0,0
S02000264,S02000668,0,0,0,0
S02000264,S02000669,0,3,3,9
S02000264,S02000670,22,7,0,14
S02000264,S02000672,0,0,4,30
S02000264,S02000673,0,0,0,0
S02000264,S02000674,5,0,0,6
S02000264,S02000675,0,3,3,3
S02000264,S02000676,8,4,4,13
S02000264,S02000677,0,0,0,0
S02000264,S02000678,0,0,0,0
S02000264,S02000679,0,0,0,3
S02000264,S02000680,0,0,0,13
S02000264,S02000681,0,0,0,0
S02000264,S02000682,0,0,0,0
S02000264,S02000683,3,0,0,3
S02000264,S02000684,0,10,0,0
S02000264,S02000685,0,0,0,5
S02000264,S02000687,0,0,0,6
S02000264,S02000688,4,0,0,6
S02000264,S02000689,17,0,0,13
S02000264,S02000690,0,0,0,0
S02000264,S02000691,49,3,4,10
S02000264,S02000692,5,5,0,5
S02000264,S02000693,9,0,0,3
S02000264,S02000694,0,0,0,5
S02000264,S02000695,0,4,0,7
S02000264,S02000696,0,0,0,0
S02000264,S02000697,0,0,0,0
S02000264,S02000698,0,0,0,0
S02000264,S02000700,0,0,0,3
S02000264,S02000701,8,8,0,8
S02000264,S02000702,4,0,0,0
S02000264,S02000705,0,4,0,4
S02000264,S02000706,0,0,0,0
S02000264,S02000708,0,0,0,0
S02000264,S02000709,0,0,0,0
S02000264,S02000710,0,0,0,0
S02000264,S02000711,0,0,0,0
S02000264,S02000712,0,0,0,0
S02000264,S02000713,0,3,0,0
S02000264,S02000714,0,0,0,0
S02000264,S02000716,0,0,0,0
S02000264,S02000772,0,0,0,0
S02000264,S02000775,0,0,0,0
S02000264,S02000776,0,0,0,0
S02000264,S02000777,0,0,0,0
S02000264,S02000781,0,0,0,0
S02000264,S02000782,0,0,0,0
S02000264,S02000784,0,0,0,0
S02000264,S02000787,0,0,0,0
S02000264,S02000923,3,5,0,0
S02000264,S02000925,0,0,0,0
S02000264,S02000927,0,0,0,0
S02000264,S02000984,0,0,0,0
S02000264,S02000988,0,0,0,0
S02000264,S02000989,0,0,0,0
S02000264,S02000993,0,0,0,0
S02000264,S02000994,0,0,0,0
S02000264,S02000997,0,4,0,0
S02000264,S02000998,0,0,0,0
S02000264,S02000999,0,0,0,3
S02000264,S02001000,0,0,0,9
S02000264,S02001001,0,0,0,0
S02000264,S02001003,0,0,0,0
S02000264,S02001004,0,0,0,0
S02000264,S02001010,11,3,0,3
S02000264,S02001013,0,0,4,5
S02000264,S02001014,0,0,0,0
S02000264,S02001015,0,3,0,0
S02000264,S02001016,0,0,0,0
S02000264,S02001154,0,0,0,0
S02000264,S02001156,0,0,0,0
S02000264,S02001161,0,0,0,0
S02000264,S02001162,0,3,0,0
S02000264,S02001185,7,0,3,8
S02000264,S02001186,0,0,0,0
S02000264,S02001187,0,0,0,3
S02000264,S02001189,0,0,0,0
S02000264,S02001190,0,0,0,0
S02000264,S02001192,0,0,0,0
S02000264,S02001196,0,0,0,0
S02000264,S02001197,0,0,0,0
S02000264,S02001198,0,0,0,0
S02000264,S02001200,0,0,0,0
S02000265,S02000260,0,0,0,0
S02000265,S02000261,0,0,0,0
S02000265,S02000262,0,0,0,0
S02000265,S02000263,0,3,0,3
S02000265,S02000264,0,0,0,0
S02000265,S02000265,3,6,0,4
S02000265,S02000266,0,0,0,8
S02000265,S02000268,0,0,0,0
S02000265,S02000269,3,0,0,17
S02000265,S02000270,0,0,0,0
S02000265,S02000271,0,0,0,4
S02000265,S02000272,0,0,0,5
S02000265,S02000273,0,0,0,0
S02000265,S02000275,3,0,0,0
